experiment	row	column	absorbance	reading	name	type	cell_line	dosage	known_conc
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	2	4.9000000000000002E-2	2	0ng/mL	standard	cNA	NA	0
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	2	4.5999999999999999E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	2	4.9000000000000002E-2	2	water	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	2	4.7E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	3	6.0999999999999999E-2	2	73-1 c	unknown	c73.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	3	0.06	2	73-1 0.625	unknown	c73.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	3	5.8999999999999997E-2	2	73-1 1.25	unknown	c73.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	3	7.4999999999999997E-2	2	73-1 2.5	unknown	c73.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	3	7.8E-2	2	73-1 5	unknown	c73.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	3	5.6000000000000001E-2	2	29-1 c	unknown	c29.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	3	5.2999999999999999E-2	2	60-1 c	unknown	c60.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	3	5.0999999999999997E-2	2	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	4	6.2E-2	2	73-1 c	unknown	c73.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	4	6.3E-2	2	73-1 0.625	unknown	c73.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	4	6.0999999999999999E-2	2	73-1 1.25	unknown	c73.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	4	7.9000000000000001E-2	2	73-1 2.5	unknown	c73.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	4	8.1000000000000003E-2	2	73-1 5	unknown	c73.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	4	5.6000000000000001E-2	2	29-1 c	unknown	c29.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	4	5.0999999999999997E-2	2	60-1 c	unknown	c60.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	4	5.0999999999999997E-2	2	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	5	6.5000000000000002E-2	2	51 c	unknown	c51	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	5	4.8000000000000001E-2	2	51 0.625	unknown	c51	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	5	5.5E-2	2	51 1.25	unknown	c51	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	5	4.8000000000000001E-2	2	51 2.5	unknown	c51	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	5	4.8000000000000001E-2	2	51 5	unknown	c51	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	5	5.1999999999999998E-2	2	29-1 0.625	unknown	c29.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	5	5.5E-2	2	60-1 0.625	unknown	c60.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	5	5.0999999999999997E-2	2	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	6	4.8000000000000001E-2	2	51 c	unknown	c51	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	6	4.7E-2	2	51 0.625	unknown	c51	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	6	4.8000000000000001E-2	2	51 1.25	unknown	c51	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	6	4.9000000000000002E-2	2	51 2.5	unknown	c51	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	6	0.05	2	51 5	unknown	c51	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	6	5.6000000000000001E-2	2	29-1 0.625	unknown	c29.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	6	5.1999999999999998E-2	2	60-1 0.625	unknown	c60.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	6	5.1999999999999998E-2	2	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	7	0.06	2	18 c	unknown	c18	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	7	5.7000000000000002E-2	2	18 0.625	unknown	c18	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	7	6.4000000000000001E-2	2	18 1.25	unknown	c18	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	7	7.0999999999999994E-2	2	18 2.5	unknown	c18	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	7	6.9000000000000006E-2	2	18 5	unknown	c18	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	7	5.6000000000000001E-2	2	29-1 1.25	unknown	c29.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	7	5.8000000000000003E-2	2	60-1 1.25	unknown	c60.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	7	4.9000000000000002E-2	2	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	8	5.7000000000000002E-2	2	18 c	unknown	c18	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	8	5.7000000000000002E-2	2	18 0.625	unknown	c18	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	8	6.3E-2	2	18 1.25	unknown	c18	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	8	7.0000000000000007E-2	2	18 2.5	unknown	c18	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	8	6.6000000000000003E-2	2	18 5	unknown	c18	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	8	5.6000000000000001E-2	2	29-1 1.25	unknown	c29.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	8	5.3999999999999999E-2	2	60-1 1.25	unknown	c60.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	8	0.05	2	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	9	5.8000000000000003E-2	2	55-1 c	unknown	c55.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	9	6.7000000000000004E-2	2	55-1 0.625	unknown	c55.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	9	0.06	2	55-1 1.25	unknown	c55.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	9	6.5000000000000002E-2	2	55-1 2.5	unknown	c55.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	9	6.5000000000000002E-2	2	55-1 5	unknown	c55.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	9	0.06	2	29-1 2.5	unknown	c29.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	9	7.2999999999999995E-2	2	60-1 2.5	unknown	c60.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	9	5.0999999999999997E-2	2	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	10	5.8000000000000003E-2	2	55-1 c	unknown	c55.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	10	5.7000000000000002E-2	2	55-1 0.625	unknown	c55.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	10	5.8999999999999997E-2	2	55-1 1.25	unknown	c55.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	10	6.7000000000000004E-2	2	55-1 2.5	unknown	c55.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	10	6.4000000000000001E-2	2	55-1 5	unknown	c55.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	10	5.7000000000000002E-2	2	29-1 2.5	unknown	c29.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	10	6.9000000000000006E-2	2	60-1 2.5	unknown	c60.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	10	5.0999999999999997E-2	2	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	11	5.0999999999999997E-2	2	43-1 c	unknown	c43.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	11	5.0999999999999997E-2	2	43-1 0.625	unknown	c43.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	11	5.0999999999999997E-2	2	43-1 1.25	unknown	c43.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	11	5.1999999999999998E-2	2	43-1 2.5	unknown	c43.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	11	5.0999999999999997E-2	2	43-1 5	unknown	c43.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	11	5.8000000000000003E-2	2	29-1 5	unknown	c29.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	11	6.9000000000000006E-2	2	60-1 5	unknown	c60.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	11	0.05	2	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	12	4.9000000000000002E-2	2	43-1 c	unknown	c43.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	12	4.9000000000000002E-2	2	43-1 0.625	unknown	c43.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	12	0.05	2	43-1 1.25	unknown	c43.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	12	5.1999999999999998E-2	2	43-1 2.5	unknown	c43.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	12	0.05	2	43-1 5	unknown	c43.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	12	6.0999999999999999E-2	2	29-1 5	unknown	c29.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	12	5.8999999999999997E-2	2	60-1 5	unknown	c60.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	12	4.5999999999999999E-2	2	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	1	0.60199999999999998	1	75ng/mL	standard	cNA	NA	75
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	1	0.23400000000000001	1	30ng/mL	standard	cNA	NA	30
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	1	7.9000000000000001E-2	1	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	1	5.6000000000000001E-2	1	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	1	0.05	1	0ng/mL	standard	cNA	NA	0
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	1	4.9000000000000002E-2	1	galactose	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	1	5.6000000000000001E-2	1	water	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	1	0.05	1	galactose	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	2	0.53900000000000003	1	75ng/mL	standard	cNA	NA	75
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	2	0.23899999999999999	1	30ng/mL	standard	cNA	NA	30
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	2	7.4999999999999997E-2	1	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	2	5.6000000000000001E-2	1	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	2	5.0999999999999997E-2	1	0ng/mL	standard	cNA	NA	0
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	2	4.7E-2	1	galactose	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	2	0.05	1	water	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	2	5.0999999999999997E-2	1	galactose	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	3	4.7E-2	1	14 c	unknown	c14	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	3	4.9000000000000002E-2	1	14 0.625	unknown	c14	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	3	0.05	1	14 1.25	unknown	c14	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	3	5.0999999999999997E-2	1	14 2.5	unknown	c14	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	3	4.9000000000000002E-2	1	14 5	unknown	c14	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	3	6.0999999999999999E-2	1	11-1 c	unknown	c11.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	3	4.9000000000000002E-2	1	42 c	unknown	c42	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	3	5.0999999999999997E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	4	4.8000000000000001E-2	1	14 c	unknown	c14	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	4	4.8000000000000001E-2	1	14 0.625	unknown	c14	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	4	0.05	1	14 1.25	unknown	c14	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	4	0.05	1	14 2.5	unknown	c14	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	4	0.05	1	14 5	unknown	c14	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	4	6.0999999999999999E-2	1	11-1 c	unknown	c11.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	4	0.05	1	42 c	unknown	c42	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	4	5.0999999999999997E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	5	5.8999999999999997E-2	1	35 c	unknown	c35	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	5	5.5E-2	1	35 0.625	unknown	c35	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	5	0.113	1	35 1.25	unknown	c35	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	5	9.9000000000000005E-2	1	35 2.5	unknown	c35	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	5	0.129	1	35 5	unknown	c35	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	5	6.6000000000000003E-2	1	11-1 0.625	unknown	c11.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	5	4.9000000000000002E-2	1	42 0.625	unknown	c42	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	5	5.0999999999999997E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	6	5.6000000000000001E-2	1	35 c	unknown	c35	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	6	5.2999999999999999E-2	1	35 0.625	unknown	c35	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	6	9.6000000000000002E-2	1	35 1.25	unknown	c35	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	6	0.10199999999999999	1	35 2.5	unknown	c35	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	6	0.123	1	35 5	unknown	c35	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	6	7.0000000000000007E-2	1	11-1 0.625	unknown	c11.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	6	4.9000000000000002E-2	1	42 0.625	unknown	c42	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	6	5.0999999999999997E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	7	0.05	1	16 c	unknown	c16	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	7	4.9000000000000002E-2	1	16 0.625	unknown	c16	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	7	5.6000000000000001E-2	1	16 1.25	unknown	c16	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	7	5.0999999999999997E-2	1	16 2.5	unknown	c16	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	7	5.0999999999999997E-2	1	16 5	unknown	c16	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	7	6.9000000000000006E-2	1	11-1 1.25	unknown	c11.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	7	5.0999999999999997E-2	1	42 1.25	unknown	c42	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	7	5.0999999999999997E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	8	5.0999999999999997E-2	1	16 c	unknown	c16	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	8	5.2999999999999999E-2	1	16 0.625	unknown	c16	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	8	4.8000000000000001E-2	1	16 1.25	unknown	c16	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	8	0.05	1	16 2.5	unknown	c16	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	8	4.9000000000000002E-2	1	16 5	unknown	c16	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	8	7.2999999999999995E-2	1	11-1 1.25	unknown	c11.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	8	5.0999999999999997E-2	1	42 1.25	unknown	c42	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	8	0.05	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	9	5.8999999999999997E-2	1	54-1 c	unknown	c54.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	9	6.4000000000000001E-2	1	54-1 0.625	unknown	c54.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	9	7.2999999999999995E-2	1	54-1 1.25	unknown	c54.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	9	0.08	1	54-1 2.5	unknown	c54.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	9	0.1	1	54-1 5	unknown	c54.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	9	7.8E-2	1	11-1 2.5	unknown	c11.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	9	0.05	1	42 2.5	unknown	c42	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	9	5.8000000000000003E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	10	5.8000000000000003E-2	1	54-1 c	unknown	c54.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	10	6.2E-2	1	54-1 0.625	unknown	c54.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	10	6.6000000000000003E-2	1	54-1 1.25	unknown	c54.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	10	7.8E-2	1	54-1 2.5	unknown	c54.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	10	9.9000000000000005E-2	1	54-1 5	unknown	c54.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	10	6.9000000000000006E-2	1	11-1 2.5	unknown	c11.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	10	4.9000000000000002E-2	1	42 2.5	unknown	c42	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	10	5.0999999999999997E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	11	5.1999999999999998E-2	1	39-2 c	unknown	c39.2	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	11	5.7000000000000002E-2	1	39-2 0.625	unknown	c39.2	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	11	6.7000000000000004E-2	1	39-2 1.25	unknown	c39.2	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	11	7.6999999999999999E-2	1	39-2 2.5	unknown	c39.2	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	11	8.5000000000000006E-2	1	39-2 5	unknown	c39.2	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	11	8.6999999999999994E-2	1	11-1 5	unknown	c11.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	11	0.05	1	42-2 5	unknown	c42.2	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	11	5.0999999999999997E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	12	5.2999999999999999E-2	1	39-2 c	unknown	c39.2	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	12	6.0999999999999999E-2	1	39-2 0.625	unknown	c39.2	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	12	6.0999999999999999E-2	1	39-2 1.25	unknown	c39.2	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	12	0.08	1	39-2 2.5	unknown	c39.2	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	12	8.3000000000000004E-2	1	39-2 5	unknown	c39.2	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	12	7.0000000000000007E-2	1	11-1 5	unknown	c11.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	12	4.9000000000000002E-2	1	42-2 5	unknown	c42.2	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	12	5.5E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	1	0.59899999999999998	2	75ng/mL	standard	cNA	NA	75
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	1	0.23100000000000001	2	30ng/mL	standard	cNA	NA	30
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	1	7.9000000000000001E-2	2	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	1	5.6000000000000001E-2	2	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	1	0.05	2	0ng/mL	standard	cNA	NA	0
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	1	4.9000000000000002E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	1	5.6000000000000001E-2	2	water	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	1	0.05	2	galactose	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	2	0.53700000000000003	2	75ng/mL	standard	cNA	NA	75
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	2	0.23799999999999999	2	30ng/mL	standard	cNA	NA	30
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	2	7.3999999999999996E-2	2	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	2	5.6000000000000001E-2	2	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	2	5.0999999999999997E-2	2	0ng/mL	standard	cNA	NA	0
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	2	4.7E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	2	0.05	2	water	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	2	4.9000000000000002E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	3	4.7E-2	2	14 c	unknown	c14	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	3	4.9000000000000002E-2	2	14 0.625	unknown	c14	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	3	0.05	2	14 1.25	unknown	c14	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	3	5.0999999999999997E-2	2	14 2.5	unknown	c14	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	3	4.9000000000000002E-2	2	14 5	unknown	c14	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	3	0.06	2	11-1 c	unknown	c11.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	3	4.8000000000000001E-2	2	42 c	unknown	c42	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	3	5.0999999999999997E-2	2	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	4	4.8000000000000001E-2	2	14 c	unknown	c14	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	4	4.8000000000000001E-2	2	14 0.625	unknown	c14	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	4	0.05	2	14 1.25	unknown	c14	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	4	4.9000000000000002E-2	2	14 2.5	unknown	c14	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	4	0.05	2	14 5	unknown	c14	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	4	0.06	2	11-1 c	unknown	c11.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	4	0.05	2	42 c	unknown	c42	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	4	5.0999999999999997E-2	2	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	5	5.8999999999999997E-2	2	35 c	unknown	c35	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	5	5.5E-2	2	35 0.625	unknown	c35	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	5	0.112	2	35 1.25	unknown	c35	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	D	5	9.8000000000000004E-2	2	35 2.5	unknown	c35	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	E	5	0.128	2	35 5	unknown	c35	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	F	5	6.5000000000000002E-2	2	11-1 0.625	unknown	c11.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	G	5	4.9000000000000002E-2	2	42 0.625	unknown	c42	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	H	5	5.0999999999999997E-2	2	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	A	6	5.6000000000000001E-2	2	35 c	unknown	c35	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	B	6	5.2999999999999999E-2	2	35 0.625	unknown	c35	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.2	C	6	9.5000000000000001E-2	2	35 1.25	unknown	c35	1.25	NA
